src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,label
10.75.22.126,10.15.196.103,21424,110,17,2264,UDP,1
10.199.244.187,10.100.1.125,55566,20,17,1625,RST,0
10.255.166.249,10.254.9.85,19106,23,17,1924,RST,0
10.68.70.192,10.238.98.82,25808,80,17,647,RST,0
10.224.198.172,10.175.5.82,55687,143,6,4169,ACK,1
10.131.154.87,10.168.60.27,51253,22,17,1134,FIN,1
10.113.60.179,10.186.128.242,56174,20,17,2514,SYN,0
10.242.180.4,10.119.207.148,39984,445,17,2390,URG,1
10.218.114.40,10.254.63.96,57201,25,6,2373,SYN,0
10.126.11.159,10.222.14.87,59572,110,17,3535,UDP,1
10.7.132.93,10.196.169.83,3611,8080,17,3461,RST,1
10.101.180.190,10.125.160.137,1322,8080,6,4695,SYN,0
10.9.30.95,10.113.10.100,60902,143,17,2344,SYN,1
10.41.108.130,10.123.127.76,65167,20,17,4346,URG,0
10.165.11.72,10.237.120.244,37840,23,6,3000,UDP,1
10.58.28.66,10.155.205.123,34233,21,6,3714,FIN,1
10.226.72.39,10.90.128.6,41396,143,17,1536,RST,0
10.3.214.231,10.89.108.135,48754,8080,17,2347,PSH,0
10.20.192.181,10.157.65.220,55370,143,17,3845,URG,0
10.244.26.12,10.65.197.242,20732,20,17,3469,SYN,1
10.138.158.70,10.197.159.249,63059,143,6,4108,URG,0
10.124.148.85,10.134.236.239,13353,25,17,2315,PSH,0
10.243.207.187,10.166.117.173,3903,123,6,489,RST,0
10.189.24.39,10.152.177.11,64689,20,6,1619,SYN,0
10.180.35.201,10.43.97.237,40894,23,17,4851,ACK,1
10.77.127.244,10.31.66.166,33545,21,17,4395,FIN,0
10.59.243.61,10.56.38.254,15782,110,17,4890,ACK,0
10.241.151.58,10.229.249.242,13632,110,6,2609,UDP,1
10.89.69.115,10.101.59.179,28608,22,17,1013,SYN,0
10.35.184.136,10.40.15.43,52938,445,17,1657,FIN,0
10.170.212.49,10.24.40.121,1439,21,6,2361,RST,0
10.183.123.254,10.17.223.55,25910,22,17,738,URG,1
10.174.237.188,10.231.141.92,5418,23,6,3750,ACK,0
10.47.231.84,10.136.192.18,59859,22,6,4050,UDP,1
10.205.181.2,10.23.103.63,17499,21,17,1789,FIN,0
10.189.112.19,10.225.29.14,44517,53,17,1134,FIN,0
10.216.152.48,10.152.217.166,35075,8080,17,777,UDP,1
10.58.96.178,10.206.163.16,55755,8080,17,4779,PSH,0
10.44.147.176,10.27.66.138,4002,8080,6,2092,ACK,0
10.183.122.241,10.159.85.19,56864,21,17,1153,SYN,0
10.122.116.182,10.137.33.175,18742,25,17,1192,SYN,0
10.9.228.171,10.100.247.64,34672,445,17,972,SYN,0
10.141.173.181,10.131.52.80,38206,25,17,4016,PSH,0
10.117.142.233,10.3.6.192,39754,143,17,2891,RST,0
10.50.223.126,10.0.21.252,6708,3389,6,3643,PSH,1
10.213.101.22,10.244.165.231,47199,25,6,2808,SYN,0
10.95.170.176,10.65.181.172,46532,143,6,3881,PSH,0
10.231.139.242,10.30.86.213,59259,3389,17,855,RST,0
10.69.219.154,10.37.212.176,20435,3389,17,1158,SYN,0
10.29.84.209,10.148.190.228,55880,25,6,49,SYN,1
10.243.2.89,10.158.245.237,63212,8080,17,1835,ACK,1
10.36.2.139,10.193.136.217,2906,25,6,2503,PSH,0
10.47.98.77,10.31.223.146,34995,23,6,1383,PSH,0
10.145.188.223,10.72.254.41,11301,123,6,657,UDP,1
10.93.246.142,10.239.89.88,12838,8080,17,1082,PSH,0
10.37.120.250,10.127.227.120,39696,23,6,994,ACK,1
10.14.187.235,10.103.61.7,2972,123,17,4024,FIN,0
10.138.148.251,10.168.92.49,46323,20,6,3623,SYN,1
10.137.216.198,10.79.194.54,60271,25,17,1914,URG,0
10.115.129.14,10.28.91.90,28267,110,17,271,FIN,0
10.15.162.79,10.137.157.42,10114,143,17,340,FIN,0
10.214.59.43,10.92.154.220,46623,8080,17,3395,PSH,0
10.205.229.68,10.246.24.137,31751,445,17,1516,FIN,0
10.238.202.247,10.192.45.196,38532,22,17,3355,UDP,1
10.130.12.4,10.42.213.107,58365,443,6,1998,FIN,1
10.140.233.44,10.195.113.229,24451,443,17,3204,FIN,0
10.134.196.234,10.157.138.158,51200,143,6,135,PSH,1
10.129.186.167,10.112.65.224,13045,110,17,196,SYN,1
10.16.250.95,10.37.194.211,48335,53,17,3898,FIN,0
10.141.23.223,10.9.198.1,48021,21,6,3034,SYN,0
10.162.182.57,10.145.227.200,50961,25,17,4638,FIN,0
10.174.58.218,10.250.98.245,18913,23,17,274,PSH,1
10.194.194.152,10.55.154.66,14754,8080,17,4398,URG,1
10.111.91.205,10.64.114.151,60933,443,6,3038,RST,0
10.242.224.125,10.124.203.223,5057,25,6,4670,FIN,0
10.24.73.69,10.88.65.179,14109,23,17,296,SYN,0
10.222.19.155,10.36.229.101,44322,23,6,208,RST,0
10.186.190.84,10.199.182.187,64556,143,6,2355,RST,1
10.57.246.5,10.209.228.32,4906,110,17,950,ACK,1
10.248.24.207,10.91.9.81,28278,25,17,661,RST,0
10.225.251.84,10.5.63.100,50847,53,6,2409,SYN,0
10.22.69.1,10.26.84.235,3307,21,6,1429,SYN,1
10.124.56.41,10.115.222.86,32622,443,17,3072,URG,0
10.90.152.173,10.78.22.135,25415,25,6,4388,SYN,0
10.2.195.237,10.10.158.100,50941,80,17,1758,FIN,0
10.238.233.171,10.149.71.231,61866,8080,17,470,ACK,0
10.12.228.149,10.189.177.76,45649,22,6,968,URG,1
10.63.58.62,10.81.152.177,47620,8080,17,1343,FIN,1
10.149.212.208,10.218.17.81,6376,23,17,4224,RST,0
10.163.156.66,10.168.163.69,8664,110,17,2945,UDP,0
10.212.255.115,10.76.204.51,54668,53,17,2356,SYN,0
10.202.58.195,10.241.234.151,3246,123,6,2947,SYN,1
10.17.170.226,10.232.231.80,59856,123,17,1375,PSH,1
10.35.162.177,10.211.191.253,36386,110,6,2449,URG,1
10.58.147.21,10.236.179.235,59644,3389,17,292,FIN,1
10.217.34.98,10.124.152.126,32393,143,17,3157,PSH,1
10.47.153.171,10.12.17.200,32724,445,17,130,SYN,0
10.121.195.136,10.131.228.128,50063,25,17,2984,UDP,0
10.40.124.31,10.202.228.253,28369,23,17,792,UDP,0
10.79.16.156,10.193.74.106,8454,22,6,3168,URG,1
10.225.190.156,10.161.248.94,26450,443,17,2017,URG,0
10.65.188.16,10.42.177.109,7115,53,17,344,FIN,1
10.213.196.215,10.247.210.119,55021,25,17,1106,RST,0
10.97.38.232,10.225.42.73,39490,8080,17,4315,FIN,1
10.101.87.128,10.4.64.82,9704,80,17,3481,FIN,1
10.92.10.34,10.171.251.93,45824,110,17,2114,ACK,1
10.47.217.61,10.171.248.177,64442,25,17,1966,URG,1
10.206.40.25,10.247.13.204,38229,8080,17,4660,RST,0
10.196.52.180,10.205.33.4,31926,123,6,2684,SYN,0
10.32.132.118,10.147.172.250,50864,22,6,716,UDP,0
10.131.238.95,10.195.241.66,54636,80,17,1014,ACK,0
10.216.64.78,10.215.0.94,15746,123,17,2599,PSH,0
10.211.34.230,10.4.184.190,53981,123,17,3877,URG,0
10.183.161.199,10.226.189.247,38129,8080,6,230,URG,0
10.20.222.141,10.38.35.219,60714,80,17,1102,SYN,0
10.167.82.228,10.126.204.74,45123,3389,17,930,URG,1
10.177.97.225,10.214.155.193,65453,8080,6,120,URG,0
10.51.222.4,10.157.63.238,44785,143,17,2591,RST,0
10.30.129.134,10.215.110.110,39274,25,6,1446,URG,0
10.37.222.130,10.64.79.209,50081,443,6,4239,RST,0
10.196.141.255,10.58.100.19,12110,445,6,4271,RST,1
10.124.154.204,10.119.75.150,56463,3389,17,247,SYN,0
10.204.182.130,10.244.9.250,44186,80,6,3532,URG,0
10.79.197.223,10.63.123.118,8222,80,17,2418,URG,0
10.204.130.40,10.200.115.35,34260,80,17,1260,PSH,0
10.125.57.164,10.176.86.166,7903,20,17,2266,ACK,0
10.47.8.235,10.60.11.74,40205,443,17,571,RST,0
10.150.10.240,10.63.229.134,48126,21,17,2173,RST,0
10.78.141.81,10.70.36.63,9642,22,17,4038,RST,0
10.213.182.248,10.254.161.2,49244,445,17,2840,RST,1
10.110.200.49,10.224.82.31,50926,25,17,2155,RST,1
10.56.207.100,10.194.58.173,57050,22,17,3211,UDP,0
10.27.167.218,10.22.113.224,58584,21,6,1422,URG,0
10.198.77.160,10.165.246.232,2421,3389,17,3418,UDP,0
10.101.6.51,10.67.53.232,1060,110,6,2176,PSH,0
10.222.36.141,10.235.205.65,38468,20,17,1625,RST,0
10.253.120.19,10.227.197.168,31697,110,17,4219,ACK,0
10.21.155.241,10.26.181.104,18495,445,17,3103,SYN,1
10.22.45.4,10.75.51.156,55252,21,17,1567,FIN,0
10.69.102.203,10.102.184.161,25651,20,17,3992,RST,0
10.193.20.83,10.29.50.153,7924,143,17,865,UDP,0
10.33.189.15,10.23.223.136,32620,110,6,3788,UDP,0
10.22.165.66,10.5.140.12,13263,20,6,1718,PSH,0
10.47.197.33,10.90.33.204,30289,8080,17,522,FIN,1
10.14.69.209,10.116.16.128,33047,21,17,2932,RST,1
10.181.212.84,10.151.28.171,37716,8080,6,4433,RST,1
10.243.135.75,10.124.9.232,35010,8080,6,3962,FIN,0
10.2.244.174,10.187.70.71,30391,443,6,113,URG,0
10.153.58.158,10.232.72.216,39825,143,17,3619,RST,0
10.230.166.206,10.4.0.50,54995,23,6,2330,RST,0
10.100.45.176,10.175.160.79,37969,123,6,2767,UDP,1
10.85.226.36,10.186.186.32,24191,21,17,2127,URG,1
10.160.74.223,10.213.126.133,57151,123,17,529,SYN,0
10.34.108.249,10.183.69.89,9547,143,17,3719,PSH,0
10.138.76.143,10.248.218.135,52449,110,6,4085,PSH,0
10.146.197.179,10.217.113.73,37688,80,17,1835,SYN,1
10.23.72.85,10.247.98.214,61859,445,17,1434,RST,1
10.128.218.206,10.164.86.232,8382,22,17,2533,PSH,0
10.92.206.51,10.113.12.20,51866,53,6,1733,UDP,0
10.41.217.76,10.68.225.13,18238,80,17,4622,ACK,1
10.87.141.121,10.72.54.63,22309,22,17,3524,SYN,0
10.212.32.126,10.244.175.115,49026,445,17,2967,RST,1
10.243.37.159,10.200.28.175,7226,445,6,2431,URG,0
10.185.204.70,10.61.191.15,13006,22,17,1889,SYN,1
10.139.154.238,10.147.184.233,33317,143,6,664,PSH,0
10.226.137.175,10.179.230.125,59681,443,6,2722,ACK,0
10.201.175.122,10.164.137.126,18539,143,6,4735,RST,1
10.125.250.151,10.171.56.211,42600,445,6,3287,SYN,0
10.51.73.44,10.2.6.122,64068,53,17,3255,URG,0
10.242.247.107,10.218.250.34,58974,80,6,892,RST,0
10.177.120.121,10.194.106.183,31148,53,17,1659,PSH,1
10.185.234.126,10.39.176.143,34568,22,6,3839,ACK,0
10.92.136.195,10.71.52.240,16457,3389,6,3809,URG,0
10.37.31.215,10.206.161.157,30406,23,17,728,UDP,1
10.13.100.219,10.151.216.18,47326,20,17,2165,URG,0
10.32.161.205,10.11.84.238,55986,21,6,1473,UDP,0
10.249.126.80,10.168.197.222,61415,20,6,1066,UDP,0
10.21.67.170,10.110.164.135,53462,22,6,4397,UDP,0
10.91.79.218,10.36.180.114,62485,445,17,3179,RST,0
10.197.233.159,10.159.149.174,23378,110,17,4107,SYN,0
10.139.71.40,10.198.87.178,54983,25,17,876,SYN,1
10.210.128.245,10.30.123.174,60818,123,6,4813,RST,0
10.20.195.203,10.67.153.45,64282,21,6,2266,URG,0
10.152.59.221,10.185.213.11,31684,80,6,3259,UDP,0
10.216.253.161,10.96.92.81,22237,23,6,4610,PSH,0
10.217.216.180,10.255.29.173,45786,22,6,4187,SYN,0
10.222.201.73,10.69.21.120,50199,53,6,2313,RST,0
10.103.116.212,10.16.247.130,58166,110,6,551,ACK,1
10.207.71.233,10.206.189.94,48318,53,6,4376,URG,0
10.71.246.76,10.71.242.6,50211,20,6,2215,SYN,0
10.108.180.113,10.36.224.89,52662,25,6,636,FIN,1
10.21.86.223,10.183.176.195,25366,3389,17,2001,ACK,1
10.139.225.95,10.40.11.6,31119,21,6,1476,SYN,0
10.149.112.152,10.94.171.199,26665,123,17,43,FIN,0
10.107.155.31,10.141.123.231,12920,80,17,163,PSH,0
10.157.39.54,10.166.182.208,48307,143,17,1091,RST,0
10.227.232.254,10.178.6.234,55535,3389,6,156,FIN,0
10.188.48.19,10.165.136.167,34862,443,17,3463,UDP,0
10.146.232.208,10.180.33.196,57896,21,17,3335,FIN,1
10.216.206.85,10.214.145.145,5297,445,6,2267,URG,0
10.37.132.158,10.97.174.45,23296,21,6,2588,UDP,0
10.182.142.223,10.236.182.76,54074,443,6,4424,FIN,0
10.142.86.139,10.80.254.200,31332,123,17,1466,RST,0
10.122.2.228,10.80.217.73,65087,53,17,4204,RST,1
10.161.20.17,10.80.138.95,37092,110,17,4668,RST,0
10.33.105.86,10.103.247.82,63082,22,17,2036,FIN,1
10.34.152.128,10.102.109.41,22750,20,17,2057,UDP,0
10.124.127.3,10.191.152.140,17646,8080,6,2029,ACK,0
10.22.124.33,10.87.129.170,43323,20,6,2700,URG,0
10.147.216.89,10.251.181.64,7264,80,6,2775,RST,0
10.221.25.22,10.160.194.93,43892,22,6,470,FIN,0
10.175.247.19,10.255.41.87,63197,3389,17,3240,RST,0
10.124.133.91,10.135.250.189,37135,22,6,139,FIN,0
10.64.236.253,10.185.174.186,50797,20,6,4263,RST,0
10.183.97.116,10.187.65.205,37367,8080,6,4987,UDP,0
10.120.129.241,10.125.7.59,2709,445,17,4291,RST,0
10.138.168.44,10.215.127.149,37580,110,17,1291,PSH,0
10.240.28.157,10.220.76.82,61548,21,17,3677,PSH,0
10.95.67.183,10.203.106.210,61808,143,6,3657,SYN,1
10.33.123.106,10.145.31.32,8664,23,17,3963,ACK,1
10.170.41.167,10.122.137.208,50351,443,17,2760,URG,0
10.106.202.236,10.15.208.78,46881,123,17,1099,ACK,0
10.164.247.181,10.200.113.110,61846,22,6,214,SYN,0
10.116.170.175,10.117.158.9,16835,20,6,1396,URG,1
10.87.139.21,10.32.195.178,4451,123,17,837,ACK,1
10.148.211.215,10.246.109.29,48398,443,17,3878,UDP,0
10.243.44.253,10.213.71.202,32764,3389,17,2086,PSH,1
10.165.125.141,10.219.41.119,42632,22,17,140,UDP,0
10.225.148.252,10.209.139.6,34262,445,17,1826,URG,0
10.88.23.120,10.245.237.250,50415,21,17,331,ACK,0
10.117.55.246,10.233.208.240,8675,445,6,3609,FIN,0
10.65.150.245,10.145.195.128,2011,22,17,1477,UDP,0
10.153.193.103,10.95.42.130,30442,80,6,3610,URG,0
10.58.50.55,10.185.73.93,65530,445,6,978,SYN,0
10.181.35.232,10.253.44.96,51513,53,17,603,RST,1
10.240.20.14,10.159.254.191,15499,23,6,3862,UDP,0
10.228.82.64,10.251.209.101,24424,3389,6,3292,ACK,1
10.53.74.177,10.11.131.118,58753,110,17,1780,PSH,0
10.172.102.56,10.79.131.57,25049,143,6,926,SYN,0
10.7.226.102,10.143.4.123,11022,53,17,1504,ACK,0
10.44.118.108,10.45.104.168,65327,53,6,3366,ACK,0
10.76.28.171,10.125.50.118,51061,3389,17,1416,ACK,1
10.42.150.126,10.80.169.191,10876,8080,6,2936,UDP,0
10.106.212.113,10.118.197.4,7286,110,6,1540,FIN,1
10.103.21.245,10.25.125.253,14065,445,6,1262,SYN,0
10.201.105.50,10.108.117.245,20008,23,17,2508,RST,0
10.87.64.133,10.50.138.86,10310,25,6,140,FIN,0
10.59.59.233,10.23.70.96,28161,143,17,1992,UDP,0
10.49.64.47,10.233.214.214,44994,8080,17,280,UDP,0
10.225.97.102,10.3.193.218,53627,3389,6,3024,URG,0
10.120.77.41,10.123.200.158,41290,443,17,3796,RST,0
10.129.104.157,10.229.214.135,57347,22,17,4364,URG,0
10.46.77.234,10.60.55.5,52539,23,6,4894,SYN,1
10.163.91.60,10.112.243.115,53012,143,17,4013,URG,0
10.77.79.176,10.52.71.252,8408,25,17,4641,SYN,0
10.177.64.7,10.213.151.25,35864,80,6,1089,FIN,0
10.83.247.164,10.209.126.156,59368,443,6,4170,ACK,0
10.145.196.197,10.67.117.63,5249,123,17,3715,PSH,0
10.170.139.125,10.17.114.185,35321,8080,17,877,URG,1
10.255.229.50,10.152.234.244,6681,3389,17,422,SYN,0
10.166.98.248,10.99.193.140,12271,143,6,4701,URG,0
10.119.159.233,10.162.216.214,14509,443,6,1771,ACK,1
10.61.94.246,10.255.250.239,11358,23,6,2817,SYN,0
10.237.64.83,10.231.95.49,3882,21,6,4545,ACK,1
10.103.201.188,10.230.200.50,55522,53,6,2767,PSH,0
10.226.98.126,10.0.235.76,47650,8080,17,2580,FIN,1
10.166.113.152,10.175.53.14,22938,8080,6,4754,FIN,0
10.70.237.165,10.88.182.107,48536,53,6,3641,UDP,0
10.153.132.27,10.234.29.112,34605,123,6,2576,UDP,0
10.115.83.171,10.190.110.253,40022,20,17,1481,RST,0
10.99.56.144,10.1.78.58,46316,3389,17,935,PSH,0
10.20.247.136,10.185.35.81,9049,445,6,3704,URG,0
10.84.218.214,10.28.81.179,38912,443,6,3081,UDP,0
10.34.35.123,10.24.49.40,64293,123,6,990,UDP,0
10.173.218.28,10.196.37.57,41821,143,6,4057,UDP,1
10.175.130.142,10.118.155.40,27604,8080,6,1289,SYN,0
10.42.123.198,10.132.246.157,54058,445,6,2950,SYN,0
10.133.137.18,10.222.93.119,44882,443,17,2207,ACK,0
10.213.202.138,10.4.106.32,63423,3389,6,3087,URG,1
10.184.61.77,10.123.23.190,46484,445,6,3631,UDP,1
10.205.69.30,10.32.60.163,33487,23,17,256,SYN,0
10.227.83.92,10.155.216.203,30568,123,17,3468,RST,0
10.109.130.214,10.252.44.204,48924,443,6,1571,SYN,1
10.55.242.238,10.106.149.34,45553,110,17,4746,FIN,0
10.255.119.43,10.185.215.224,31404,3389,6,4584,URG,0
10.29.28.75,10.213.28.78,56821,3389,6,4117,FIN,0
10.44.131.109,10.137.94.154,37144,123,17,2415,PSH,0
10.19.68.38,10.20.229.115,60683,53,17,258,FIN,0
10.15.198.79,10.153.170.31,6031,123,6,4324,PSH,0
10.42.191.83,10.90.43.243,47119,23,6,1712,URG,1
10.156.40.85,10.135.176.112,18462,53,6,3291,PSH,0
10.182.121.216,10.184.81.196,17369,445,17,2104,UDP,0
10.248.59.27,10.82.28.19,13031,80,6,984,PSH,1
10.247.193.47,10.156.246.65,7351,80,17,2406,SYN,0
10.95.224.186,10.86.244.43,32116,443,6,3692,RST,0
10.212.211.246,10.157.205.231,51752,23,17,3819,ACK,0
10.44.221.93,10.141.82.27,13212,21,6,301,PSH,0
10.248.25.170,10.71.11.168,10926,443,17,2882,UDP,0
10.165.48.64,10.247.242.95,17507,23,17,3305,UDP,0
10.161.106.44,10.34.132.176,48686,143,17,2059,SYN,0
10.29.103.193,10.165.206.97,51977,110,6,3735,FIN,0
10.78.215.91,10.22.189.64,4656,20,6,578,RST,1
10.54.66.151,10.222.9.96,2846,445,17,2080,URG,1
10.233.73.50,10.87.103.174,63243,21,6,4729,UDP,0
10.158.128.96,10.100.169.140,32417,23,17,3914,URG,0
10.243.209.95,10.50.225.82,31920,443,17,4586,UDP,1
10.42.107.136,10.14.50.122,56413,445,17,1250,SYN,1
10.69.240.239,10.149.204.153,26223,25,17,4060,FIN,0
10.147.80.27,10.195.28.213,37050,445,6,585,RST,1
10.25.96.102,10.189.28.58,15194,20,17,3644,UDP,0
10.46.165.234,10.9.16.43,61096,80,6,3655,FIN,0
10.129.236.91,10.116.26.101,31966,110,6,4620,RST,1
10.53.43.87,10.56.233.220,24045,443,6,3034,FIN,0
10.239.150.148,10.183.52.45,9708,443,6,4951,FIN,0
10.41.15.148,10.157.242.112,31253,80,6,4964,UDP,0
10.25.25.255,10.103.128.195,5490,53,6,1701,UDP,1
10.1.35.209,10.140.40.216,4602,3389,17,486,UDP,0
10.179.203.147,10.46.244.186,54789,20,6,2727,UDP,0
10.249.238.246,10.146.59.1,26500,123,17,949,UDP,0
10.72.137.216,10.75.234.29,65169,123,17,3235,URG,0
10.158.187.63,10.64.224.108,17860,445,6,3739,SYN,1
10.114.162.4,10.161.229.3,54708,143,17,1788,SYN,0
10.156.175.49,10.62.131.89,37176,21,6,1042,PSH,0
10.173.155.102,10.232.100.128,1733,8080,17,2277,SYN,0
10.125.133.127,10.163.57.49,22205,23,6,4123,FIN,1
10.186.183.80,10.71.197.91,55981,25,17,2807,FIN,0
10.119.15.233,10.73.247.223,12428,22,17,2451,SYN,0
10.61.75.121,10.236.236.31,33430,53,17,1940,ACK,0
10.66.91.43,10.13.143.31,7191,3389,6,745,SYN,0
10.14.56.38,10.161.237.192,1530,8080,17,2267,UDP,0
10.246.167.156,10.151.192.19,49931,143,17,1427,UDP,0
10.206.26.149,10.46.250.26,10317,25,6,448,ACK,0
10.202.224.212,10.142.161.97,28123,110,17,3107,URG,1
10.15.78.104,10.189.223.205,36149,443,17,2301,SYN,0
10.102.34.9,10.41.133.230,21730,25,17,1255,URG,0
10.103.138.176,10.1.237.3,50921,22,17,48,SYN,1
10.67.4.42,10.101.102.233,25973,23,6,433,SYN,0
10.118.45.212,10.157.164.44,34096,3389,6,3946,SYN,1
10.66.88.222,10.19.85.205,58282,123,6,4544,UDP,1
10.88.221.178,10.161.156.30,58698,80,6,2540,SYN,1
10.130.237.99,10.22.231.189,63245,25,17,3481,UDP,0
10.51.158.223,10.79.11.124,53223,80,6,1386,ACK,0
10.142.240.61,10.127.82.69,29405,22,6,2926,FIN,1
10.80.189.69,10.183.172.174,43309,23,6,4642,SYN,0
10.28.164.63,10.101.155.173,49398,143,17,1890,ACK,0
10.220.73.125,10.105.29.82,34538,80,17,2049,URG,0
10.78.116.204,10.140.54.172,17432,123,6,4382,PSH,1
10.77.233.210,10.80.214.67,30524,110,17,1475,SYN,0
10.177.126.32,10.238.162.12,39103,3389,6,678,UDP,1
10.96.228.91,10.9.108.82,41820,80,17,3602,ACK,0
10.42.134.243,10.46.34.140,44491,8080,17,4859,FIN,1
10.60.124.189,10.194.57.209,21819,123,17,663,ACK,0
10.124.6.137,10.37.87.42,2293,143,17,2989,RST,1
10.213.200.168,10.189.94.203,31048,22,17,4884,UDP,0
10.135.146.8,10.205.233.58,37085,443,17,2884,SYN,0
10.77.76.217,10.157.150.242,33596,25,17,3464,URG,0
10.174.99.68,10.191.169.72,10267,443,17,2452,PSH,0
10.219.153.47,10.227.53.202,30366,23,17,3577,ACK,1
10.114.96.26,10.18.110.89,21864,80,6,4014,URG,0
10.95.16.74,10.189.104.157,52788,80,6,2840,URG,0
10.70.43.29,10.236.172.189,32068,445,17,3768,ACK,0
10.212.148.41,10.165.99.248,1596,143,17,2915,RST,0
10.198.40.111,10.213.243.45,15950,443,6,3737,FIN,1
10.137.64.202,10.171.77.87,13094,20,17,2178,PSH,0
10.155.150.223,10.67.110.245,38400,23,6,3140,UDP,1
10.15.160.113,10.5.2.77,42609,22,17,1658,PSH,1
10.217.76.43,10.149.213.103,23487,143,17,408,RST,0
10.98.26.152,10.227.235.65,13235,123,6,195,UDP,1
10.222.41.68,10.138.185.171,1907,3389,17,64,UDP,0
10.131.165.209,10.123.169.130,61891,23,17,255,RST,1
10.157.188.121,10.153.187.80,11439,20,17,4059,FIN,0
10.17.212.232,10.147.114.231,48640,3389,6,134,URG,0
10.82.242.82,10.210.111.254,46790,3389,17,1515,ACK,0
10.51.4.212,10.245.53.221,63752,21,17,3639,SYN,0
10.69.25.240,10.85.104.28,59420,80,17,3308,FIN,1
10.158.18.136,10.30.159.86,22199,3389,6,4674,SYN,0
10.152.62.205,10.6.54.92,47907,3389,6,1052,UDP,1
10.41.139.138,10.70.97.238,48999,143,6,1321,URG,0
10.114.69.174,10.224.174.132,65267,443,6,3062,PSH,1
10.210.193.88,10.127.96.158,55310,123,6,1840,URG,1
10.71.21.50,10.119.156.104,19466,110,17,1273,FIN,0
10.232.8.32,10.105.41.168,5720,443,17,1321,PSH,0
10.102.164.31,10.97.201.224,12420,53,6,2998,RST,1
10.14.84.121,10.19.209.139,36227,25,17,2784,SYN,1
10.22.0.81,10.83.199.204,30081,20,17,4210,SYN,0
10.188.87.150,10.35.50.236,47597,143,6,3730,ACK,1
10.102.186.4,10.112.122.22,46374,443,17,4000,PSH,1
10.151.36.159,10.188.213.80,54151,8080,6,377,FIN,0
10.209.28.101,10.218.154.1,33469,20,17,3191,URG,0
10.30.233.199,10.61.102.209,31264,143,17,1397,URG,1
10.169.77.87,10.41.33.198,24928,143,17,3872,ACK,0
10.154.96.155,10.138.247.0,63366,23,6,450,PSH,0
10.5.37.199,10.186.59.131,13255,53,17,192,PSH,0
10.102.65.17,10.32.202.37,54927,25,6,4221,URG,1
10.95.251.184,10.218.108.98,47800,110,17,615,RST,1
10.86.127.17,10.57.16.121,23062,143,17,1149,ACK,0
10.240.191.119,10.190.10.160,30689,21,17,1928,PSH,1
10.129.198.168,10.183.185.159,56495,22,6,4526,SYN,0
10.66.119.61,10.213.3.148,40665,22,17,2350,PSH,0
10.123.210.188,10.208.241.86,51240,143,17,3904,PSH,1
10.241.2.127,10.50.242.163,5765,23,17,4625,ACK,0
10.129.157.30,10.201.173.25,13438,53,6,4215,RST,0
10.202.114.42,10.20.225.237,11833,53,17,404,FIN,1
10.70.189.72,10.67.111.158,53777,110,6,3912,PSH,0
10.112.42.23,10.187.124.144,10911,53,17,3530,ACK,1
10.81.176.13,10.56.176.55,10787,123,17,3337,UDP,0
10.115.162.217,10.11.187.71,46012,143,17,3210,UDP,1
10.203.255.24,10.212.79.181,60606,3389,17,1565,FIN,0
10.129.82.98,10.25.138.135,15007,25,6,466,RST,0
10.147.140.156,10.73.118.250,61048,3389,6,1473,URG,1
10.93.236.12,10.192.223.214,52814,53,17,898,URG,0
10.17.50.73,10.133.250.62,4776,443,6,2285,PSH,0
10.94.175.18,10.68.92.190,44653,20,17,3448,RST,0
10.28.100.62,10.195.97.199,61524,22,17,4236,FIN,1
10.212.85.171,10.207.51.89,58519,123,6,4846,URG,1
10.183.166.29,10.227.71.81,13383,110,17,1715,UDP,0
10.254.180.180,10.242.146.225,8021,3389,17,1359,PSH,0
10.90.231.162,10.190.119.77,63518,143,6,4355,RST,0
10.122.45.22,10.201.20.4,65314,25,6,3932,ACK,0
10.168.191.112,10.156.143.106,15997,21,6,1111,URG,1
10.49.17.14,10.126.49.151,8032,21,17,246,UDP,0
10.112.190.247,10.128.46.158,51289,22,17,2677,RST,0
10.92.5.215,10.68.101.92,64791,20,17,4858,FIN,0
10.147.26.105,10.66.82.216,7962,25,17,382,RST,0
10.225.144.92,10.79.159.212,23910,21,6,4407,ACK,1
10.86.4.206,10.140.242.2,9837,22,17,4166,PSH,0
10.108.38.152,10.37.255.203,48153,110,17,779,RST,0
10.3.141.153,10.46.130.9,33665,53,6,4568,RST,1
10.104.246.1,10.133.27.177,34261,25,6,2835,RST,0
10.49.40.50,10.69.110.163,44541,445,6,2920,FIN,0
10.129.105.160,10.171.88.18,65461,23,6,3973,ACK,0
10.177.178.250,10.101.228.186,28596,22,6,4563,URG,0
10.7.161.250,10.141.51.46,42410,8080,6,1900,PSH,0
10.184.56.138,10.190.5.125,25245,3389,6,4931,RST,0
10.148.81.252,10.71.150.3,3449,143,6,4219,URG,0
10.157.165.41,10.57.11.204,41874,3389,17,4514,UDP,0
10.207.145.49,10.220.9.37,47638,445,17,1960,UDP,0
10.136.15.17,10.122.0.234,54523,443,6,366,ACK,1
10.161.240.143,10.141.36.116,59665,53,6,3409,PSH,0
10.188.186.117,10.197.79.216,63640,80,6,2720,PSH,0
10.165.173.91,10.253.236.35,1774,445,6,3397,URG,1
