src_ip,dst_ip,src_port,dst_port,protocol,packet_size,flags,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,label,feature_92
10.8.12.172,10.216.38.68,58667,21,17,2934,PSH,7982.518,8586.574,2555.066,9997.981,115.074,6019.162,7072.125,5973.139,6556.399,5977.201,2296.058,2906.924,5218.458,8237.653,1452.598,5065.752,9605.142,3478.154,8591.037,8492.545,8141.2,6832.539,8195.402,5216.336,5469.625,9466.244,8943.424,3650.781,2485.464,3207.622,6759.808,8387.39,1481.48,5352.069,921.581,6012.308,3915.855,8519.138,4191.785,1917.619,5191.501,4681.722,9571.898,783.236,1177.389,6909.118,5961.103,2512.563,8134.44,5750.544,8287.78,8975.284,5895.377,8351.836,3344.438,7843.211,7292.783,2863.973,8421.551,6488.925,380.865,9451.861,8598.142,8945.046,8859.187,5370.3,2409.649,5849.842,3265.561,5417.548,8336.591,7193.044,5874.195,7902.901,8550.647,9983.202,249.175,9024.533,5524.27,9253.039,4006.692,5034.108,588.275,6607.672,8656.061,8470.669,4314.462,3930.625,2484.483,4006.777,9704.441,0,608.348
10.68.141.175,10.102.14.4,52872,53,17,2478,SYN,3551.322,274.082,9076.411,395.737,3814.069,3334.603,3591.165,9936.055,8932.82,7706.778,5073.77,4619.407,6437.857,8711.224,1593.438,7521.013,8785.904,4214.261,5924.837,3032.808,9111.271,3247.246,7951.27,6884.467,4019.342,938.36,1479.644,4243.744,2890.083,5327.366,8440.464,3504.75,5682.635,357.468,8425.477,8672.059,3660.837,1733.059,2882.869,9934.741,6976.367,7113.185,6528.579,5092.007,4975.213,7925.931,5479.525,545.275,459.293,7568.01,8597.098,7228.881,431.994,1300.387,2116.083,8633.514,8611.978,2364.875,5608.024,1263.146,2657.998,7294.577,912.336,4336.651,5978.93,8010.974,1273.426,8759.238,7417.747,4087.187,1553.558,4971.058,1360.331,7155.555,3494.791,7922.136,9654.761,1498.493,1789.61,1275.841,2722.285,3616.505,2703.468,9467.508,4010.117,4280.441,5153.331,1734.773,6428.061,1916.602,9248.187,0,221.044
10.135.132.163,10.109.37.215,18536,3389,2,1116,PSH,2959.781,105.534,608.625,5361.611,2649.706,9389.861,5275.272,3391.94,4556.801,5669.828,4458.61,4379.125,3184.297,8086.996,394.439,852.408,544.297,2418.775,9655.208,2993.557,260.818,1105.872,5677.324,2147.671,6358.902,1402.893,5703.658,6886.924,2861.784,3471.105,116.562,3792.825,1452.306,8978.458,9029.027,8006.51,2346.916,6328.163,351.962,8921.883,2850.534,4184.677,7477.302,4085.51,9663.15,2138.323,4189.421,2229.414,9306.628,186.226,2173.303,4947.1,4194.999,458.506,3145.763,1447.367,2041.885,6613.798,9052.563,2298.949,1103.063,2242.189,7366.375,6638.29,4361.401,858.349,7705.709,8451.448,5814.311,8523.256,901.762,6250.006,2686.153,6506.011,4409.398,4051.054,5737.934,5599.734,9088.441,1313.272,8094.419,7543.706,8682.683,3895.455,1283.064,4582.458,2441.032,5339.685,9535.687,5098.114,9805.414,0,761.169
10.181.248.157,10.109.39.119,43969,123,17,3034,RST,674.796,6878.102,7640.237,6283.77,264.539,8928.106,8140.427,2037.564,5327.26,5373.31,5767.731,4842.016,5566.445,3971.774,9305.251,1734.377,2722.071,8492.573,8972.577,323.773,2029.831,8997.203,1479.263,4193.151,8191.033,1290.532,3339.74,2121.131,6625.16,522.216,6840.331,6545.815,9290.161,3076.265,73.13,7987.362,756.418,9766.354,9929.333,9836.317,5109.394,738.711,2288.559,5264.59,8232.977,2680.594,8293.204,7890.226,8101.679,297.696,3845.86,9693.87,5548.701,8830.157,6641.4,115.549,5033.932,1140.573,6331.571,853.034,7910.028,3549.952,3764.09,6547.879,7946.781,5670.734,7811.627,8743.836,7717.341,7765.683,9390.104,6104.165,4541.176,6712.995,2360.13,8771.96,8112.426,8398.219,9307.276,3786.86,3200.486,1228.968,553.098,9891.813,567.116,4936.368,2900.667,5388.002,974.861,1560.367,6233.239,0,6372.025
10.239.222.62,10.198.168.149,33406,8080,2,825,UDP,5606.425,4941.708,6291.057,6381.0,416.718,9394.231,790.811,4723.742,786.748,7326.78,2389.763,469.499,4805.196,4776.566,9607.827,3504.009,7259.191,2265.341,8173.55,2342.401,3627.811,3819.612,7620.317,6745.687,4331.784,2506.885,8977.674,9629.966,3639.271,3363.913,9536.609,4057.33,7337.131,9996.079,2449.526,8909.923,3065.828,5463.349,8525.911,8970.841,7234.532,2187.812,9535.863,2143.486,7785.234,5151.145,1919.278,3532.611,5594.637,974.736,4867.369,5563.36,5089.816,7992.916,7668.01,5745.983,2246.796,3096.059,8339.122,9742.981,6653.543,4799.186,7974.527,5869.563,9648.056,9421.022,8277.543,9820.089,3684.477,1360.598,7223.671,6440.773,3344.785,6617.978,7887.939,386.376,3176.145,2517.62,7904.967,5464.518,2841.692,1382.26,1339.832,729.004,2923.117,6433.547,1265.091,4048.631,3435.486,3779.084,9702.26,0,9366.576
10.147.0.144,10.87.90.124,50118,143,6,427,FIN,6343.005,7863.772,148.765,2123.759,2695.596,3323.316,5630.326,7260.242,383.571,4751.686,6975.84,3856.532,3064.519,837.731,9093.271,531.334,9834.462,2666.939,725.676,3974.014,8276.692,3372.132,2243.36,2501.419,3197.408,7581.765,1806.831,7804.661,3485.55,132.185,8533.626,203.692,9424.412,4023.277,9292.305,7106.733,4758.845,7713.127,3301.463,7456.635,3789.06,4746.761,111.728,1680.505,552.535,7947.319,6811.678,6223.84,3673.28,300.038,7683.095,5819.839,2602.176,1174.699,4937.173,9234.354,6449.452,8859.956,864.314,5228.6,2263.853,3457.012,9864.517,6180.03,956.249,6882.423,4921.188,2160.452,5698.319,4537.415,4599.481,6923.763,4761.155,1496.389,7112.506,2508.726,1978.159,7439.612,5560.453,1017.956,1681.419,1609.755,4549.633,924.45,2761.444,4054.138,8334.113,8565.811,7659.801,6080.165,9061.051,1,6385.307
10.131.70.112,10.4.213.72,31218,53,1,2830,UDP,8022.435,1283.782,786.936,7032.198,7363.435,6036.295,749.128,4000.056,4252.281,4632.73,2589.511,9676.009,5173.738,8361.104,7432.556,2237.936,7511.719,5665.731,954.473,1361.991,1779.552,4550.452,768.52,9548.189,4555.932,4254.123,6857.821,6850.317,3156.192,5046.261,9279.535,7590.874,4951.839,1576.808,7212.825,3119.844,1577.233,8722.927,3171.41,378.993,7927.129,1042.503,110.977,1399.735,1670.508,9146.47,3586.112,7229.182,697.825,7045.734,4757.786,1095.511,7127.509,8733.934,1842.023,4670.323,6566.884,9784.147,5650.212,8345.799,7736.462,7742.247,1886.346,7332.433,817.899,4179.671,6754.397,706.936,7854.241,6835.043,5274.563,9337.504,296.173,1285.491,2856.14,3435.981,3224.483,4027.611,7401.507,2691.217,5164.977,478.331,996.766,6023.752,7144.369,2009.699,7815.058,3080.608,2397.952,3745.716,9218.523,1,6974.86
10.14.190.244,10.7.66.117,61151,8080,17,1659,FIN,4294.323,7417.999,1614.515,2082.967,3879.933,9870.937,5915.588,6743.32,8392.298,5157.482,9945.554,2878.672,1800.339,7376.655,9498.851,5084.752,532.801,965.045,5875.102,2274.955,7364.696,9114.138,317.797,9698.344,1071.486,1224.585,3998.054,4794.948,4779.442,5712.104,4038.869,7751.235,947.543,104.785,6585.061,3334.919,999.615,9837.693,3252.607,4120.982,8987.947,1833.391,4558.997,9325.526,5289.421,813.114,5003.289,4277.568,5121.952,4309.488,3895.327,4874.634,8959.477,5238.462,9533.512,6581.113,5390.14,7317.258,2417.003,4254.909,9436.718,4669.471,219.907,3192.398,4754.407,7959.367,8166.558,5377.644,3217.864,3457.893,3679.896,5703.56,6714.937,4496.957,7993.277,4027.675,3480.521,8421.329,9570.285,2306.554,5009.625,7365.277,6230.957,5502.895,9728.261,4945.573,8232.265,69.24,932.505,4989.307,2737.924,1,6752.508
10.115.219.255,10.72.248.31,50366,143,6,922,ACK,9309.219,2031.75,8410.19,8.055,6905.767,7614.825,9422.063,5626.289,1316.498,3395.474,3466.281,3284.133,7624.486,5374.329,483.966,1360.228,6123.132,1621.744,9483.957,5492.449,7237.877,9811.143,5263.887,5702.888,8010.045,73.698,8983.063,3289.386,762.517,9114.117,3161.675,3631.295,3608.488,2111.336,4347.787,2593.459,5790.566,937.169,7202.333,1841.137,9007.185,6926.735,9782.728,8383.695,1124.18,6352.514,8646.007,3576.769,4252.143,3153.391,1933.639,3070.409,157.078,9866.548,743.373,8908.476,2406.816,6870.552,2826.507,4073.258,5827.166,7686.171,9034.966,1347.733,2959.048,7610.525,4852.852,5564.132,5387.078,5670.785,8430.536,6688.819,1678.936,5729.571,8230.177,2686.98,6063.798,7673.813,7884.333,1361.465,1954.029,2915.818,5116.68,367.13,9725.603,5452.615,1112.593,6665.199,9864.184,5490.156,1839.804,1,5631.162
10.74.99.40,10.160.146.102,45722,21,17,4777,SYN,1627.616,4979.994,4156.037,23.435,7739.846,292.859,4317.115,2992.005,6203.535,3697.399,2364.995,5954.65,232.294,7290.887,9385.285,7286.465,5773.534,6688.07,8805.749,214.806,3257.002,7206.239,109.77,9850.75,8581.049,7222.784,8800.932,5177.792,7239.815,2296.649,2527.14,529.134,6524.837,615.041,3484.047,7375.718,3554.168,4937.726,87.23,9737.811,254.175,8790.782,49.697,5429.493,8650.654,8782.201,6350.863,9715.123,1104.182,9089.306,3681.725,8355.904,1338.892,3992.972,2084.87,6740.552,9194.361,5006.452,8598.673,9398.83,4784.487,5869.513,1.769,6274.977,7907.169,5384.386,3400.06,9198.441,7926.551,8645.703,5825.299,9735.61,5407.566,9336.023,2113.39,9088.07,1331.585,3690.609,9930.718,1850.49,5294.961,5412.061,3576.469,8653.276,2719.928,1866.872,7248.213,401.239,4047.786,5917.668,6445.845,1,6228.696
10.201.179.157,10.234.92.130,6830,143,6,4300,URG,9102.325,4135.416,8544.658,7686.02,5286.111,9367.934,2475.776,1551.624,4512.159,7333.197,3822.177,4045.861,2986.139,74.542,9307.491,558.669,5562.217,2446.717,902.535,3040.434,8901.335,9223.673,6759.568,2705.351,3408.694,8568.626,4838.289,5623.7,1125.049,2266.355,6998.477,7219.605,3780.885,5172.833,9279.159,9312.061,4672.571,7035.524,7584.454,1252.688,3017.519,362.804,4138.843,1810.776,1528.963,8248.485,4631.284,3552.216,5082.603,8151.859,3639.692,5603.487,1301.702,9299.863,5530.572,2847.667,4939.34,9685.985,8533.769,9927.7,9369.799,1545.413,2529.464,2716.046,1270.739,1919.323,3894.496,7479.93,646.775,7300.46,7316.948,3827.539,7789.051,2788.411,4663.075,5013.385,8047.282,9598.671,6427.74,9570.146,2446.909,7520.715,768.286,5250.334,6692.897,1171.271,5504.3,1244.843,4535.29,7487.612,1785.495,1,1684.148
10.42.213.156,10.221.43.190,20950,22,2,1929,URG,3158.289,6316.24,6063.085,4745.651,2175.521,2293.131,1327.136,3535.435,4205.185,5684.459,7317.452,9349.459,9070.938,4543.217,3491.681,1070.491,72.394,4817.714,1208.926,6761.912,5544.336,8162.705,826.237,2530.519,5043.263,8265.74,3438.595,8965.694,6840.428,4226.341,7732.056,2593.315,7907.595,2645.303,606.538,7916.599,8485.645,8826.026,5144.735,1824.255,6049.39,7726.491,4176.111,3394.464,2275.866,8727.552,9957.844,7206.449,7302.674,6827.255,3471.348,8610.215,2480.397,1661.279,3179.394,1764.33,5303.618,6542.276,1333.365,3940.957,7283.097,8253.155,8986.879,4499.743,6348.556,2860.572,6030.29,7433.188,6616.808,5755.675,8881.736,8748.003,1257.512,8339.256,4318.756,5626.809,9989.777,342.395,5067.825,4699.612,7266.413,9676.301,8714.258,8684.303,8298.4,5170.715,2210.904,8967.747,7654.801,7299.975,6050.447,0,2946.935
10.29.117.6,10.187.76.65,12520,3389,17,4795,URG,6463.493,6759.517,366.585,7914.555,5290.533,8556.702,4887.159,4145.043,7264.933,7203.973,3590.736,9230.959,9944.16,3831.726,6310.437,8758.811,1495.675,5089.903,5501.046,8663.503,6283.858,9996.445,3923.584,8400.707,3769.659,2100.373,5242.527,5654.029,8188.767,5996.15,4983.105,4913.159,9616.547,954.19,5794.431,9249.851,6964.136,9870.12,157.003,5437.959,5942.556,1955.329,2953.221,1259.493,9401.041,6488.968,2459.938,1861.078,6479.416,9134.357,8673.796,3544.955,7489.721,7378.119,9127.915,3804.12,5036.885,7067.493,1800.598,4559.351,3544.565,9896.545,8552.123,4331.617,2743.883,5886.972,3622.299,1149.257,5669.238,324.103,3617.25,5533.307,8265.447,3606.451,3557.671,4462.398,4892.296,6614.029,2331.842,9674.739,2401.801,8712.671,535.212,5027.562,5840.706,8033.941,2502.343,6040.695,98.297,8225.604,5245.317,1,4453.402
10.48.38.200,10.125.228.46,58226,123,6,1699,FIN,7969.275,7887.648,2943.636,8656.732,3231.711,8265.187,4867.571,3731.081,1069.409,7308.427,6930.773,311.451,7128.472,6383.128,9783.823,7718.017,3386.322,8325.7,6629.686,5073.046,8049.419,9548.626,111.494,2973.666,8177.223,2366.77,4733.734,6018.471,5853.177,8243.954,5868.532,3236.411,7672.862,6262.639,6970.129,8427.782,9002.188,8261.946,6534.613,2418.989,3485.332,2808.999,8931.733,7505.482,9699.092,6020.173,1529.779,3380.164,5835.286,5647.448,5884.826,4122.688,7647.597,7310.734,501.117,3039.691,3291.008,9012.205,1205.661,7970.309,5381.273,8562.978,8461.369,3330.135,6416.213,5022.786,5100.491,5496.812,5657.93,6230.89,6425.776,101.388,5685.682,533.654,9416.331,6397.254,3943.087,8190.548,9286.728,941.844,9335.321,8371.813,7582.993,1618.372,1061.513,6708.153,7960.693,7556.669,8036.283,4655.127,7235.852,0,6338.449
10.174.58.13,10.181.191.58,2945,20,2,2135,SYN,2696.981,7189.763,3380.864,3293.441,712.874,9123.567,1639.379,8752.133,1597.848,5839.605,2855.882,8699.451,6208.108,7462.423,8565.619,9901.405,9242.386,6826.633,5563.213,5066.083,4900.433,5083.681,6507.921,2085.04,4917.911,6312.662,9390.032,120.743,6476.566,820.892,427.882,7356.916,4813.441,8780.508,1607.946,2992.347,970.51,503.962,3167.226,812.491,8169.743,6944.682,353.951,1322.936,5936.789,1705.157,1360.094,8331.756,3828.602,6437.132,7790.139,1577.914,4116.025,8394.624,8071.84,138.489,5130.939,2861.22,2298.509,542.319,4232.647,1218.269,6218.549,2668.36,3795.692,9259.302,8234.256,9576.62,9259.309,4547.592,2320.126,2773.995,1076.684,6049.285,2736.654,5994.655,9246.833,7752.999,4147.991,210.398,8264.46,4952.907,4836.298,1913.04,2872.018,3953.391,3307.981,2313.213,1568.621,4512.705,839.289,1,5207.822
10.169.171.76,10.195.129.242,22959,445,6,3077,FIN,6560.301,5329.042,4769.156,7178.966,6796.025,476.596,680.336,1115.567,4208.004,6262.192,2159.459,1726.26,4119.257,6687.637,4344.394,8226.561,2875.437,3811.78,6407.037,9092.503,7640.126,8161.469,9708.269,4919.598,4964.561,2565.027,5486.388,6194.358,6024.582,2009.101,4885.748,9991.457,9254.808,4701.673,5249.42,7852.09,656.99,1456.956,9527.167,3472.254,9467.466,9858.075,8018.823,7244.256,7796.177,2149.892,6754.094,661.11,4514.502,9572.536,7834.222,4989.521,4885.193,9296.209,5245.168,3132.692,1645.52,6981.137,6578.594,4602.575,8481.94,9052.132,1085.37,1583.59,5055.635,1980.389,6838.271,2154.835,8586.434,1941.052,563.009,4924.295,2553.361,2001.592,481.826,5714.18,4465.035,53.113,437.925,944.461,1835.532,8826.054,7733.171,5507.382,8126.973,9194.239,7596.399,7797.351,9131.141,513.705,7771.54,0,2180.689
10.182.53.69,10.7.142.188,34198,110,1,687,PSH,6265.637,612.767,227.468,890.851,5812.766,7720.136,4212.905,4176.686,0.049,2400.063,5832.041,3183.521,4966.295,5919.308,5932.306,5891.147,4126.916,4612.865,9110.154,7271.329,3291.297,8006.328,9865.104,3596.049,1087.122,3201.054,7603.122,3139.072,8070.888,7323.548,6114.993,916.745,8446.781,5373.227,5504.287,8322.961,2302.027,9911.151,2440.543,7524.149,7377.69,4731.415,3932.886,3771.672,8978.588,635.582,9055.868,8128.238,7352.143,7244.428,4255.159,7574.642,2811.543,6299.971,7454.978,6672.901,1875.382,573.252,569.714,3892.496,4245.6,8656.539,3411.127,2305.852,5686.592,3919.509,7990.426,2052.7,3177.024,4787.294,2483.647,4911.958,2582.678,2409.501,2871.121,4746.161,7664.538,9800.199,9963.711,9044.14,7669.264,3284.126,4256.659,3668.295,8757.663,3276.216,9196.566,9619.941,9368.861,1100.0,7542.465,1,6875.154
10.30.108.111,10.17.213.179,50120,445,1,4494,SYN,7891.868,7518.546,1491.864,3918.896,6964.071,4233.291,7690.863,1939.318,5747.407,8334.264,4872.314,738.644,5738.681,9542.104,4271.605,8967.475,3264.626,7205.612,6121.554,947.207,4295.565,6148.45,4799.152,195.443,3829.436,7070.74,6569.534,5489.729,4113.837,8033.92,5591.258,6128.727,9640.327,2796.223,310.213,2095.78,8423.886,3951.825,2459.66,3347.884,1387.446,9429.56,1565.143,2137.858,1268.817,1668.387,9767.315,8407.638,5652.204,7020.601,3696.63,5533.649,6941.404,1865.422,2440.727,1027.623,327.086,9909.454,697.035,8154.313,2142.393,7604.561,2732.924,8266.078,1646.641,5606.26,7821.21,5014.022,6726.087,4790.191,8953.579,8183.477,3404.243,3179.664,9486.694,8675.919,2445.006,7132.701,2262.639,7255.004,7268.555,7364.352,2336.74,8695.733,7543.058,9272.003,5979.898,520.563,8394.046,8310.634,9817.374,1,4172.394
10.182.233.135,10.122.36.158,6130,25,17,2057,ACK,6502.893,1894.622,4420.589,10.307,3502.842,2628.53,2690.828,4721.093,7404.583,4317.713,3632.171,3784.644,9193.227,8739.228,7692.992,1850.701,9900.313,8459.203,2258.714,2256.96,5732.144,5525.608,2716.195,5305.056,2421.805,4285.637,4217.125,5964.561,3925.839,771.196,3685.678,2778.125,524.456,5248.012,6738.762,9528.639,2933.112,9181.651,653.733,3635.425,3396.822,6427.432,7232.34,3320.587,5913.827,1702.979,7656.913,4217.612,7197.965,2079.53,990.811,6421.391,1607.959,1607.895,6975.203,1514.864,5520.585,7751.115,2549.563,76.773,1897.55,5589.064,6174.243,1134.345,4148.847,3349.731,879.258,6555.104,7520.798,4207.127,7287.393,3649.762,6578.344,3324.045,7385.188,6310.106,8684.977,5481.383,1112.892,9312.346,941.271,829.997,2518.154,2295.661,795.558,7391.591,5609.182,9937.298,5505.374,765.583,4417.223,0,4290.885
10.66.69.58,10.56.101.246,16145,21,2,4633,FIN,7196.462,1249.828,8269.881,1631.196,2222.734,6742.242,9859.919,5810.408,8108.989,4169.775,978.93,3433.568,2296.358,3989.649,8402.559,6290.848,9170.535,5074.766,3969.412,5487.194,2261.782,1816.832,2028.023,1726.152,4899.581,3063.934,4096.242,4569.548,8558.572,9445.278,1092.092,8787.772,8990.483,3680.681,6128.456,6246.539,6540.575,6889.754,1146.398,5694.18,2617.19,8498.683,8872.716,5482.804,1899.326,463.235,9786.874,9424.278,3878.942,4009.753,1904.491,4513.095,7816.195,2404.486,6841.553,2374.328,7883.233,4152.508,2645.723,8621.609,9249.716,8989.3,5661.393,7240.141,4014.51,2221.472,2008.508,6712.269,633.97,901.888,714.26,5718.253,7790.316,6100.318,1299.891,5660.108,3208.365,6465.106,1027.963,4586.116,6701.612,4599.667,3601.735,47.511,3780.275,1985.506,9907.044,7681.97,2800.358,9800.88,8016.397,1,9855.021
10.242.53.145,10.26.86.21,37252,8080,6,675,PSH,4406.562,9066.701,5036.354,9063.53,9215.014,674.568,2385.786,3575.771,6374.084,2494.757,1256.798,1285.789,9722.516,5524.198,8143.47,3559.92,5024.22,1879.178,107.231,249.71,834.433,5074.383,4483.298,2852.996,9666.608,2100.663,1519.551,9329.277,8289.907,2098.101,5084.184,4555.015,8755.854,4548.378,9090.338,7017.552,3782.456,6475.569,9322.042,8280.867,8642.702,8099.883,6951.588,8644.096,1713.583,9714.956,5831.897,47.821,728.917,5792.514,7021.567,6179.662,2295.453,9374.986,2806.231,4416.625,9222.873,9159.832,7931.387,8284.744,4405.064,6124.651,6789.654,2400.113,726.994,3754.124,6892.654,4981.736,5643.71,2087.36,852.155,2518.213,9122.554,6244.316,3780.457,100.572,5259.157,1227.223,2750.992,486.325,2835.302,1692.383,8052.059,9299.171,1889.324,4628.562,1318.684,9154.309,6934.007,3058.059,683.444,0,1058.639
10.179.123.223,10.248.135.138,24491,123,6,4975,ACK,1702.75,8539.069,5676.527,8045.57,208.07,4093.458,226.921,9129.321,2414.941,9061.286,3066.707,4262.97,1260.064,8044.381,8452.687,439.629,1805.284,4149.779,9425.093,1855.99,4260.636,2766.52,7383.704,4084.484,5476.968,2210.254,5087.332,4472.943,8052.167,1047.19,3762.187,1916.665,7267.469,5680.41,386.118,9667.126,1674.232,7152.668,9465.434,3092.175,4523.439,4867.192,2764.746,5812.653,9103.395,960.195,7132.867,8503.596,7517.234,6660.491,2474.995,7087.442,8816.455,7170.471,2931.861,1616.038,5697.288,1226.789,5165.682,2192.31,8229.716,1378.24,6710.42,7338.078,2354.945,7538.821,3943.974,975.064,1184.881,6026.677,5680.351,3407.44,2394.226,5714.474,5866.361,6141.501,9159.036,4310.779,4138.528,3161.337,6228.886,1522.97,1584.747,5574.121,1994.086,9920.289,8685.981,6064.442,545.671,0.47,7819.32,1,7970.33
10.33.42.231,10.46.211.68,63257,110,2,637,RST,2660.181,1071.609,5725.17,820.842,5421.78,8471.552,6480.665,1906.831,1914.659,4117.915,3156.984,3234.351,3457.334,172.273,9906.011,3320.81,5272.002,3105.873,3680.667,4982.069,8083.573,7778.937,4405.547,3846.28,2181.68,477.484,621.201,7617.484,4968.555,7975.917,7288.17,5627.488,8989.371,3569.411,4739.658,8370.629,2272.849,4030.053,353.2,7934.077,1581.577,5222.068,7166.189,6775.844,7908.752,701.743,4462.629,4361.318,742.279,5155.552,8217.577,4384.675,2385.245,3109.76,7163.523,3515.121,163.05,9270.833,4265.428,9074.05,1146.072,6619.395,1007.609,3638.432,1508.827,1414.366,7257.874,3539.85,1337.018,9636.371,1346.697,7848.848,1846.312,8938.624,7320.517,684.531,5935.527,7361.918,2745.754,7754.715,2654.919,1342.225,6160.16,6489.085,1997.755,9870.094,2624.252,9670.606,124.092,7072.953,848.587,1,3362.67
10.177.86.165,10.174.21.114,4529,21,1,3507,ACK,3652.805,1269.088,6868.059,8312.825,1646.386,7367.432,465.694,3013.779,7087.316,7788.168,1468.732,8382.695,1036.448,6292.581,7114.312,1195.097,9652.135,9227.145,6268.388,569.586,5586.615,4885.322,7753.713,7222.07,6917.141,5870.334,1508.267,4427.16,5563.758,6090.071,321.364,2557.808,1951.668,4772.896,389.1,8837.671,3214.867,622.018,4860.277,7634.04,5232.457,4090.265,5740.436,8200.667,8197.195,9150.873,9228.137,7639.244,4756.438,1979.493,3720.03,6719.812,5338.511,3807.987,2314.004,8585.262,4495.296,3165.69,4517.445,8346.429,3005.794,5037.119,7421.288,1750.064,8503.384,5947.534,4477.737,5302.7,2178.515,1994.605,2559.756,7344.633,5703.082,3295.58,4598.73,7825.682,2427.955,5382.789,9949.975,2343.398,2914.257,4090.832,3848.3,9901.377,8552.217,2279.971,2207.564,8472.963,571.021,8584.68,3109.68,0,9121.729
10.105.4.148,10.48.225.88,21842,110,6,4822,PSH,2312.427,5859.972,8415.882,4301.021,4791.126,6045.964,6039.047,1716.707,9116.6,6158.234,406.892,2546.984,2940.863,4324.822,2010.621,7064.908,4932.526,7486.425,4352.721,4051.25,7949.899,5687.004,6542.942,1152.67,3850.751,2397.289,221.908,1084.597,5078.219,8253.148,7149.449,4298.194,5105.923,4183.859,4223.017,9467.842,9985.346,6015.722,4534.922,5290.099,7414.878,9487.236,9913.603,2174.977,6748.547,443.927,9850.519,557.456,7701.981,5522.015,5308.763,9565.471,754.657,9164.647,5692.08,7229.946,4037.407,3721.604,5789.846,9966.678,9447.068,4741.985,5933.146,3015.795,2987.019,6204.821,6956.122,4169.873,7617.904,2920.568,673.089,6386.061,8680.586,6960.027,8278.763,3496.014,1854.607,433.604,272.114,607.962,7296.27,8706.153,5034.657,6917.629,9731.624,1241.436,8622.481,7400.625,6641.705,3569.209,7753.888,0,2006.759
10.109.21.254,10.156.29.165,5241,445,1,4505,PSH,3048.097,7278.189,1740.47,3845.105,5585.682,8257.878,1969.073,708.315,1220.341,7279.343,3680.592,5207.384,2237.596,2222.754,4893.406,4507.826,4226.531,3705.96,3438.296,4953.261,1934.645,9055.902,2150.81,3625.219,6404.335,2569.288,8204.308,6841.085,8020.936,4363.458,1873.857,5516.031,5082.64,5578.934,8253.164,51.577,2310.543,7669.78,6186.198,1306.399,9809.39,8225.515,3860.726,1999.876,5665.684,422.782,450.497,4916.77,9062.676,292.43,5959.24,5430.737,3176.886,4703.205,4548.923,6220.227,9154.848,3228.828,6043.859,5759.932,6173.762,1182.655,4792.586,4288.802,5271.737,5847.979,3793.209,4882.245,1110.986,1500.62,5274.849,7698.394,4061.296,4055.429,4911.057,9421.009,6044.56,9112.816,8791.137,9598.734,4229.358,3967.817,4651.959,9201.997,2524.265,5483.759,2594.565,2235.388,9425.417,5464.718,310.195,1,3197.785
10.27.183.226,10.64.254.108,60305,25,6,1742,ACK,4069.065,3057.973,5360.121,1415.05,2316.837,9416.568,8504.321,2856.521,6116.693,2756.514,9479.077,6397.813,1852.132,6727.736,9703.66,1360.058,4796.769,4626.165,3558.386,5597.852,4494.456,5386.025,9882.248,8508.976,1039.972,8416.647,2076.724,5909.52,6711.356,9416.735,6931.093,5307.079,6521.602,5895.197,7531.971,6695.348,2360.154,8016.172,3294.872,8013.027,7992.226,9601.835,3777.288,7895.725,2819.613,1242.195,9478.282,3556.535,4604.976,7167.134,5973.65,1988.662,3398.955,300.888,4942.367,5205.859,7865.28,3691.255,282.156,6112.355,3894.518,8106.581,1311.462,695.435,2380.293,4264.293,7779.719,2813.48,2993.323,8844.191,3080.054,6673.322,7425.412,9184.804,3255.101,9954.143,9988.294,7622.217,4471.01,2868.847,3812.488,1424.921,874.724,749.357,9113.805,5097.753,8616.557,364.723,1395.772,1013.92,3265.018,0,1634.017
